,LABB.MX,GENTERA.MX,WMT.MX
2015-01-05,-0.06997522801957334,-0.026242708953806648,0.0
2015-01-06,0.029852963149681333,0.027641876593816672,0.005808290680400674
2015-01-07,-0.0035835196620377374,-0.018698860993718647,0.012130367147567434
2015-01-08,0.0015943008240615342,0.006743677448388663,0.01310608255576895
2015-01-09,-0.01161643321780259,-0.006387606523537315,-0.011014117987597771
2015-01-12,-0.022408760037951225,-0.012538199949793771,0.009726487686629426
2015-01-13,-0.03309202477861417,-0.010873495834121893,0.0011440934656645751
2015-01-14,-0.04530386974212153,0.023411695783915665,-0.025760568650721183
2015-01-15,-0.06346966599532688,0.0007118889981345689,0.0
2015-01-16,0.021142484057191435,-0.00785742349847185,-0.0185834672865699
2015-01-19,0.007410872268629021,0.002149222895112768,0.0
2015-01-20,0.04995418636892346,0.0010725833690874431,-0.0030594016744007746
2015-01-21,0.04464256200996264,0.009957531428228084,0.0
2015-01-22,0.040318048921200944,-0.0010622461699436592,0.019371775959927895
2015-01-23,0.008432132041173102,0.004241810529566958,0.016755107397584013
2015-01-26,0.02370719436915225,0.03466564323685839,0.0
2015-01-27,-0.011388341982704553,-0.011996772125657085,0.0
2015-01-28,-0.006736700730227696,-0.002762378487778605,0.0
2015-01-29,-0.019269966004482608,-0.021318501405346524,0.0
2015-01-30,-0.03842654135974355,0.00035326285277781366,-0.0007658962457401941
2015-02-03,0.02619151948965026,0.0285435448326381,0.0
2015-02-04,-0.014466092019334464,-0.009655202352546244,0.0
2015-02-05,-0.0008329863038918361,0.012738976606061492,0.0
2015-02-06,-0.004175371410480633,-0.020391380862673447,0.0
2015-02-09,-0.036212732878756704,-0.008415158919337085,-0.018694872678476138
2015-02-10,-0.034425244789431986,-0.0017620333749968076,0.010229741769653522
2015-02-11,-0.029159287536395073,0.0052771478797715154,0.0
2015-02-12,0.011948672118928805,0.023579305240128967,-0.011894178961637358
2015-02-13,0.0063753403550870225,0.0017121200371068568,0.0
2015-02-16,-0.0040937057809626864,-0.004801145776772042,0.0
2015-02-17,-0.007778625179478471,0.01399585827018024,-0.002897652678752749
2015-02-18,0.008689695857531987,-0.019165575418280234,0.004734197710974719
2015-02-19,-0.016066354310321884,0.011680015884401929,-0.019597174771833537
2015-02-20,0.012873649058144032,-0.008919420218330032,0.007684421492300864
2015-02-23,-0.023106389508315228,0.00721026725880014,0.004822937449770137
2015-02-24,0.009769838346624482,0.020318966031552144,-0.008289123193760517
2015-02-25,0.024240794185309777,-0.021688272213325366,0.0
2015-02-26,0.0009033876157151788,-0.01972045198085226,0.0
2015-02-27,-0.30544614695518346,0.0013966417287565314,0.0
2015-03-02,-0.22283722568767583,-0.009817662456248488,-0.005165771377209083
2015-03-03,-0.07883108873884481,0.00211190217290369,0.0
2015-03-04,-0.026019092638959407,-0.03034338411208415,-0.008787469423136685
2015-03-05,0.11171781615329257,-0.016813206030720007,0.018453528529745356
2015-03-06,0.012093873783246778,0.009172705391665037,0.01216568985262878
2015-03-09,-0.020494075908513487,0.019530603250163647,0.00023386347633191917
2015-03-10,-0.046300933587790194,-0.023923020171365383,-0.0007798223951835936
2015-03-11,0.10511952276595027,0.008402043366631862,-0.024511648375824535
2015-03-12,0.06846248260304044,0.012651462446662265,0.0
2015-03-13,-0.007455134495016669,-0.02142024515441232,0.0
2015-03-17,0.012170535620255496,0.00036673934111819406,0.0
2015-03-18,-0.040458037463170005,0.023923020171365383,0.0
2015-03-19,-0.032719846265109265,-0.0053871117844055405,0.0
2015-03-20,0.007204642115047566,-0.002523951724063167,0.0023325350666185685
2015-03-23,0.01990115431729489,0.0010824737302748133,-0.0032767551368024783
2015-03-24,-0.022776785342756956,0.0,0.0
2015-03-25,-0.01377332393217312,0.005394733530481588,0.0
2015-03-26,0.0007296607401441335,-0.01590762202673579,-0.005852139838119719
2015-03-27,0.0209318360410351,-0.00988854041158671,0.0
2015-03-30,0.01910210187348671,0.005505662293446623,0.015451312738538725
2015-03-31,0.012534983069695915,0.00547547246047797,0.0
2015-04-01,0.07400910419180473,-0.00036423921695760697,-0.03579362792192686
2015-04-06,0.026008443476675414,0.009784533370873927,0.0
2015-04-07,0.04109741306998549,-0.002889118313372574,0.0
2015-04-08,0.05608952674719969,-0.00036173818242390965,0.0
2015-04-09,0.07126302002149032,-0.007262032000457719,-0.012069134676353954
2015-04-10,-0.046016292688370264,-0.0029197833048533184,0.0
2015-04-13,0.019748365867759965,-0.020307166260803644,0.0
2015-04-14,-0.021966836057121686,0.012602057462888894,0.018645459424935673
2015-04-15,-0.027584073679619348,0.00514333006272194,0.0
2015-04-16,0.01978029962279848,0.005116881088036429,-0.01731595525138374
2015-04-17,-0.01806949219922771,-0.025102893063594145,-0.011384943755285093
2015-04-20,0.011894844632208024,0.014842681912835776,0.0
2015-04-21,-0.009049835519917782,-0.01746282172676583,-0.00031052864272140823
2015-04-22,-0.041769472118003304,0.01340305644567552,0.010166211449029738
2015-04-23,-0.022163171994066477,0.017232406459126715,0.015460233420639291
2015-04-24,0.016817272716672438,-0.0003636661130776986,0.0004993062073497256
2015-04-27,0.03970153625627004,0.002904854169433868,0.0
